年数,排名,国家/地区,所在洲,GDP(美元/亿)
1972,120,安道尔,欧洲,1.13亿 
1972,121,格陵兰,美洲,1.06亿 
1972,122,几内亚比绍,非洲,8770万 
1972,123,莱索托,非洲,8092万 
1972,124,伯利兹,美洲,6606万 
1972,125,赤道几内亚,非洲,6543万 
1972,126,冈比亚,非洲,5916万 
1972,127,所罗门群岛,大洋洲,4061万 
1972,128,塞舌尔,非洲,3065万 
1972,129,圣文森特和格林纳丁斯,美洲,2759万 
1972,130,圣基茨和尼维斯,美洲,2294万 
1972,131,基里巴斯,大洋洲,1894万 
1973,1,美国,美洲,1.43万亿 
1973,2,日本,亚洲,4320.83亿 
1973,3,德国,欧洲,3983.74亿 
1973,4,法国,欧洲,2644.3亿 
1973,5,英国,欧洲,1925.38亿 
1973,6,意大利,欧洲,1754.92亿 
1973,7,中国,亚洲,1385.44亿 
1973,8,加拿大,美洲,1313.22亿 
1973,9,印度,亚洲,855.15亿 
1973,10,巴西,美洲,835.92亿 
1973,11,西班牙,欧洲,786.4亿 
1973,12,荷兰,欧洲,718.41亿 
1973,13,澳大利亚,大洋洲,638.45亿 
1973,14,瑞典,欧洲,594.05亿 
1973,15,墨西哥,美洲,552.8亿 
1973,16,阿根廷,美洲,525.44亿 
1973,17,瑞士,欧洲,481.15亿 
1973,18,比利时,欧洲,477.44亿 
1973,19,丹麦,欧洲,307.31亿 
1973,20,奥地利,欧洲,295.15亿 
1973,21,南非,非洲,292.96亿 
1973,22,伊朗,亚洲,270.82亿 
1973,23,土耳其,欧洲,257.24亿 
1973,24,挪威,欧洲,225.34亿 
1973,25,希腊,欧洲,223.48亿 
1973,26,芬兰,欧洲,194.72亿 
1973,27,委内瑞拉,美洲,170.36亿 
1973,28,智利,美洲,168.36亿 
1973,29,印尼,亚洲,162.73亿 
1973,30,尼日利亚,非洲,151.63亿 
1973,31,葡萄牙,欧洲,150.91亿 
1973,32,沙特阿拉伯,亚洲,149.47亿 
1973,33,韩国,亚洲,138.77亿 
1973,34,新西兰,大洋洲,128.02亿 
1973,35,菲律宾,亚洲,114.12亿 
1973,36,以色列,亚洲,113.65亿 
1973,37,秘鲁,美洲,109.94亿 
1973,38,泰国,亚洲,108.39亿 
1973,39,哥伦比亚,美洲,103.16亿 
1973,40,埃及,非洲,100.99亿 
1973,41,古巴,美洲,99.88亿 
1973,42,阿尔及利亚,非洲,87.08亿 
1973,43,孟加拉,亚洲,80.87亿 
1973,44,香港,亚洲,80.3亿 
1973,45,刚果（金）,非洲,78.7亿 
1973,46,马来西亚,亚洲,76.63亿 
1973,47,爱尔兰,欧洲,74.81亿 
1973,48,波多黎各,美洲,70.02亿 
1973,49,巴基斯坦,亚洲,63.83亿 
1973,50,摩洛哥,非洲,62.42亿 
1973,51,科威特,亚洲,54.08亿 
1973,52,伊拉克,亚洲,51.34亿 
1973,53,乌拉圭,美洲,39.64亿 
1973,54,厄瓜多尔,美洲,38.92亿 
1973,55,新加坡,亚洲,36.96亿 
1973,56,苏丹,非洲,35.72亿 
1973,57,津巴布韦,非洲,33.09亿 
1973,58,斯里兰卡,亚洲,28.76亿 
1973,59,突尼斯,非洲,27.31亿 
1973,60,卢森堡,欧洲,26.1亿 
1973,61,叙利亚,亚洲,25.79亿 
1973,62,危地马拉,美洲,25.69亿 
1973,63,肯尼亚,非洲,25.09亿 
1973,64,科特迪瓦,非洲,25.08亿 
1973,65,加纳,非洲,24.65亿 
1973,66,多米尼加,美洲,23.45亿 
1973,67,赞比亚,非洲,22.69亿 
1973,68,缅甸,亚洲,22.16亿 
1973,69,巴拿马,美洲,19.14亿 
1973,70,牙买加,美洲,19.06亿 
1973,71,喀麦隆,非洲,19.01亿 
1973,72,阿富汗,亚洲,17.33亿 
1973,73,乌干达,非洲,17.03亿 
1973,74,马达加斯加,非洲,16.53亿 
1973,75,哥斯达黎加,美洲,15.29亿 
1973,76,塞内加尔,非洲,14.72亿 
1973,77,萨尔瓦多,美洲,14.42亿 
1973,78,特立尼达和多巴哥,美洲,13.09亿 
1973,79,巴布亚新几内亚,大洋洲,12.99亿 
1973,80,玻利维亚,美洲,12.63亿 
1973,81,冰岛,欧洲,11.54亿 
1973,82,尼加拉瓜,美洲,10.94亿 
1973,83,巴拉圭,美洲,9.96亿 
1973,84,尼泊尔,亚洲,9.72亿 
1973,85,尼日尔,非洲,9.46亿 
1973,86,约旦,亚洲,9.44亿 
1973,87,洪都拉斯,美洲,9.12亿 
1973,88,卡塔尔,亚洲,7.94亿 
1973,89,加蓬,非洲,7.23亿 
1973,90,柬埔寨,亚洲,7.03亿 
1973,91,布基纳法索,非洲,6.75亿 
1973,92,巴哈马,美洲,6.71亿 
1973,93,乍得,非洲,6.47亿 
1973,94,塞拉利昂,非洲,5.75亿 
1973,95,马里,非洲,5.64亿 
1973,96,新喀里多尼亚,大洋洲,5.42亿 
1973,97,刚果（布）,非洲,5.42亿 
1973,98,摩纳哥,欧洲,5.24亿 
1973,99,索马里,非洲,5.07亿 
1973,100,贝宁,非洲,5.04亿 
1973,101,阿曼,亚洲,4.83亿 
1973,102,海地,美洲,4.67亿 
1973,103,马拉维,非洲,4.44亿 
1973,104,文莱,亚洲,4.33亿 
1973,105,法属波利尼西亚,大洋洲,4.31亿 
1973,106,斐济群岛,大洋洲,4.26亿 
1973,107,多哥,非洲,4.06亿 
1973,108,利比里亚,非洲,3.87亿 
1973,109,马耳他,欧洲,3.46亿 
1973,110,苏里南,美洲,3.39亿 
1973,111,毛里塔尼亚,非洲,3.34亿 
1973,112,圭亚那,美洲,3.07亿 
1973,113,布隆迪,非洲,3.04亿 
1973,114,卢旺达,非洲,2.91亿 
1973,115,中非,非洲,2.71亿 
1973,116,百慕大,美洲,2.69亿 
1973,117,博茨瓦纳,非洲,2.44亿 
1973,118,斯威士兰,非洲,2.22亿 
1973,119,列支敦士登,欧洲,1.66亿 
1973,120,安道尔,欧洲,1.51亿 
1973,121,格陵兰,美洲,1.4亿 
1973,122,莱索托,非洲,1.21亿 
1973,123,几内亚比绍,非洲,8937万 
1973,124,赤道几内亚,非洲,8120万 
1973,125,伯利兹,美洲,7834万 
1973,126,冈比亚,非洲,7519万 
1973,127,所罗门群岛,大洋洲,5527万 
1973,128,塞舌尔,非洲,3690万 
1973,129,基里巴斯,大洋洲,3171万 
1973,130,圣文森特和格林纳丁斯,美洲,3017万 
1973,131,圣基茨和尼维斯,美洲,2420万 
1974,1,美国,美洲,1.55万亿 
1974,2,日本,亚洲,4796.26亿 
1974,3,德国,欧洲,4453.03亿 
1974,4,法国,欧洲,2855.52亿 
1974,5,英国,欧洲,2061.31亿 
1974,6,意大利,欧洲,1995.64亿 
1974,7,加拿大,美洲,1604.09亿 
1974,8,中国,亚洲,1441.82亿 
1974,9,巴西,美洲,1097.95亿 
1974,10,印度,亚洲,995.26亿 
1974,11,西班牙,欧洲,972.74亿 
1974,12,澳大利亚,大洋洲,889.82亿 
1974,13,荷兰,欧洲,872.43亿 
1974,14,阿根廷,美洲,724.37亿 
1974,15,墨西哥,美洲,720.0亿 
1974,16,瑞典,欧洲,660.13亿 
1974,17,比利时,欧洲,560.33亿 
1974,18,瑞士,欧洲,554.49亿 
1974,19,伊朗,亚洲,462.09亿 
1974,20,沙特阿拉伯,亚洲,454.13亿 
1974,21,南非,非洲,368.08亿 
1974,22,土耳其,欧洲,356.0亿 
1974,23,奥地利,欧洲,351.89亿 
1974,24,丹麦,欧洲,341.6亿 
1974,25,挪威,欧洲,271.46亿 
1974,26,委内瑞拉,美洲,261.01亿 
1974,27,印尼,亚洲,258.02亿 
1974,28,希腊,欧洲,253.51亿 
1974,29,芬兰,欧洲,248.49亿 
1974,30,尼日利亚,非洲,248.47亿 
1974,31,韩国,亚洲,195.44亿 
1974,32,葡萄牙,欧洲,175.12亿 
1974,33,以色列,亚洲,163.97亿 
1974,34,智利,美洲,162.1亿 
1974,35,菲律宾,亚洲,156.08亿 
1974,36,新西兰,大洋洲,139.41亿 
1974,37,秘鲁,美洲,138.58亿 
1974,38,泰国,亚洲,137.03亿 
1974,39,阿尔及利亚,非洲,132.1亿 
1974,40,科威特,亚洲,130.05亿 
1974,41,孟加拉,亚洲,125.12亿 
1974,42,哥伦比亚,美洲,123.7亿 
1974,43,伊拉克,亚洲,115.17亿 
1974,44,古巴,美洲,114.06亿 
1974,45,刚果（金）,非洲,95.97亿 
1974,46,马来西亚,亚洲,94.96亿 
1974,47,香港,亚洲,93.89亿 
1974,48,埃及,非洲,92.29亿 
1974,49,巴基斯坦,亚洲,88.99亿 
1974,50,爱尔兰,欧洲,78.97亿 
1974,51,波多黎各,美洲,76.85亿 
1974,52,摩洛哥,非洲,76.75亿 
1974,53,厄瓜多尔,美洲,65.99亿 
1974,54,新加坡,亚洲,52.22亿 
1974,55,苏丹,非洲,45.95亿 
1974,56,叙利亚,亚洲,42.45亿 
1974,57,乌拉圭,美洲,40.9亿 
1974,58,津巴布韦,非洲,39.82亿 
1974,59,斯里兰卡,亚洲,35.75亿 
1974,60,突尼斯,非洲,35.46亿 
1974,61,缅甸,亚洲,31.95亿 
1974,62,卢森堡,欧洲,31.84亿 
1974,63,危地马拉,美洲,31.61亿 
1974,64,赞比亚,非洲,31.22亿 
1974,65,科特迪瓦,非洲,30.7亿 
1974,66,肯尼亚,非洲,29.7亿 
1974,67,多米尼加,美洲,29.26亿 
1974,68,加纳,非洲,28.94亿 
1974,69,卡塔尔,亚洲,24.01亿 
1974,70,牙买加,美洲,23.75亿 
1974,71,巴拿马,美洲,21.88亿 
1974,72,喀麦隆,非洲,21.57亿 
1974,73,阿富汗,亚洲,21.56亿 
1974,74,玻利维亚,美洲,21.0亿 
1974,75,乌干达,非洲,21.0亿 
1974,76,特立尼达和多巴哥,美洲,20.42亿 
1974,77,马达加斯加,非洲,19.18亿 
1974,78,哥斯达黎加,美洲,16.67亿 
1974,79,萨尔瓦多,美洲,16.66亿 
1974,80,塞内加尔,非洲,16.58亿 
1974,81,阿曼,亚洲,16.46亿 
1974,82,加蓬,非洲,15.44亿 
1974,83,尼加拉瓜,美洲,15.21亿 
1974,84,冰岛,欧洲,15.15亿 
1974,85,巴布亚新几内亚,大洋洲,14.67亿 
1974,86,巴拉圭,美洲,13.33亿 
1974,87,尼泊尔,亚洲,12.18亿 
1974,88,约旦,亚洲,11.97亿 
1974,89,文莱,亚洲,10.74亿 
1974,90,洪都拉斯,美洲,10.35亿 
1974,91,尼日尔,非洲,10.26亿 
1974,92,布基纳法索,非洲,7.51亿 
1974,93,乍得,非洲,6.53亿 
1974,94,塞拉利昂,非洲,6.49亿 
1974,95,新喀里多尼亚,大洋洲,6.37亿 
1974,96,巴哈马,美洲,6.32亿 
1974,97,柬埔寨,亚洲,5.88亿 
1974,98,刚果（布）,非洲,5.85亿 
1974,99,海地,美洲,5.65亿 
1974,100,摩纳哥,欧洲,5.64亿 
1974,101,多哥,非洲,5.6亿 
1974,102,斐济群岛,大洋洲,5.59亿 
1974,103,法属波利尼西亚,大洋洲,5.55亿 
1974,104,贝宁,非洲,5.55亿 
1974,105,马拉维,非洲,5.49亿 
1974,106,马里,非洲,5.39亿 
1974,107,利比里亚,非洲,4.87亿 
1974,108,索马里,非洲,4.68亿 
1974,109,巴巴多斯,美洲,4.42亿 
1974,110,圭亚那,美洲,4.34亿 
1974,111,毛里塔尼亚,非洲,4.15亿 
1974,112,苏里南,美洲,4.1亿 
1974,113,马耳他,欧洲,3.76亿 
1974,114,布隆迪,非洲,3.45亿 
1974,115,百慕大,美洲,3.13亿 
1974,116,卢旺达,非洲,3.08亿 
1974,117,博茨瓦纳,非洲,3.06亿 
1974,118,中非,非洲,2.81亿 
1974,119,斯威士兰,非洲,2.64亿 
1974,120,列支敦士登,欧洲,1.94亿 
1974,121,安道尔,欧洲,1.87亿 
1974,122,格陵兰,美洲,1.7亿 
1974,123,莱索托,非洲,1.51亿 
1974,124,伯利兹,美洲,1.03亿 
1974,125,几内亚比绍,非洲,9878万 
1974,126,冈比亚,非洲,9580万 
1974,127,赤道几内亚,非洲,9416万 
1974,128,基里巴斯,大洋洲,8564万 
1974,129,所罗门群岛,大洋洲,8454万 
1974,130,塞舌尔,非洲,4313万 
1974,131,圣文森特和格林纳丁斯,美洲,3292万 
1974,132,圣基茨和尼维斯,美洲,3151万 
1975,1,美国,美洲,1.68万亿 
1975,2,日本,亚洲,5215.42亿 
1975,3,德国,欧洲,4906.37亿 
1975,4,法国,欧洲,3608.32亿 
1975,5,英国,欧洲,2417.57亿 
1975,6,意大利,欧洲,2276.96亿 
1975,7,加拿大,美洲,1738.34亿 
1975,8,中国,亚洲,1634.32亿 
1975,9,巴西,美洲,1292.04亿 
1975,10,西班牙,欧洲,1147.77亿 
1975,11,荷兰,欧洲,1002.5亿 
1975,12,印度,亚洲,984.73亿 
1975,13,澳大利亚,大洋洲,973.33亿 
1975,14,墨西哥,美洲,880.0亿 
1975,15,瑞典,欧洲,828.85亿 
1975,16,比利时,欧洲,656.78亿 
1975,17,瑞士,欧洲,635.7亿 
1975,18,阿根廷,美洲,524.39亿 
1975,19,伊朗,亚洲,517.76亿 
1975,20,沙特阿拉伯,亚洲,467.73亿 
1975,21,土耳其,欧洲,446.34亿 
1975,22,丹麦,欧洲,404.74亿 
1975,23,奥地利,欧洲,400.59亿 
1975,24,南非,非洲,381.15亿 
1975,25,挪威,欧洲,328.78亿 
1975,26,印尼,亚洲,304.64亿 
1975,27,芬兰,欧洲,294.73亿 
1975,28,希腊,欧洲,285.26亿 
1975,29,尼日利亚,非洲,277.79亿 
1975,30,委内瑞拉,美洲,274.65亿 
1975,31,韩国,亚洲,217.84亿 
1975,32,孟加拉,亚洲,194.48亿 
1975,33,葡萄牙,欧洲,193.48亿 
1975,34,秘鲁,美洲,168.77亿 
1975,35,菲律宾,亚洲,168.75亿 
1975,36,阿尔及利亚,非洲,155.58亿 
1975,37,以色列,亚洲,154.13亿 
1975,38,泰国,亚洲,148.83亿 
1975,39,阿联酋,亚洲,147.21亿 
1975,40,伊拉克,亚洲,134.59亿 
1975,41,哥伦比亚,美洲,130.99亿 
1975,42,古巴,美洲,130.27亿 
1975,43,新西兰,大洋洲,128.62亿 
1975,44,科威特,亚洲,120.24亿 
1975,45,埃及,非洲,116.32亿 
1975,46,巴基斯坦,亚洲,112.31亿 
1975,47,刚果（金）,非洲,102.37亿 
1975,48,香港,亚洲,100.48亿 
1975,49,爱尔兰,欧洲,94.84亿 
1975,50,马来西亚,亚洲,92.99亿 
1975,51,摩洛哥,非洲,89.85亿 
1975,52,波多黎各,美洲,81.98亿 
1975,53,厄瓜多尔,美洲,77.32亿 
1975,54,智利,美洲,76.22亿 
1975,55,新加坡,亚洲,56.34亿 
1975,56,苏丹,非洲,55.98亿 
1975,57,叙利亚,亚洲,55.67亿 
1975,58,津巴布韦,非洲,43.71亿 
1975,59,突尼斯,非洲,43.29亿 
1975,60,科特迪瓦,非洲,38.94亿 
1975,61,斯里兰卡,亚洲,37.91亿 
1975,62,危地马拉,美洲,36.46亿 
1975,63,缅甸,亚洲,36.0亿 
1975,64,多米尼加,美洲,35.99亿 
1975,65,乌拉圭,美洲,35.38亿 
1975,66,肯尼亚,非洲,32.59亿 
1975,67,卢森堡,欧洲,31.23亿 
1975,68,牙买加,美洲,28.6亿 
1975,69,喀麦隆,非洲,28.57亿 
1975,70,加纳,非洲,28.1亿 
1975,71,赞比亚,非洲,26.19亿 
1975,72,卡塔尔,亚洲,25.13亿 
1975,73,特立尼达和多巴哥,美洲,24.43亿 
1975,74,巴拿马,美洲,24.35亿 
1975,75,玻利维亚,美洲,24.05亿 
1975,76,阿富汗,亚洲,23.67亿 
1975,77,乌干达,非洲,23.6亿 
1975,78,马达加斯加,非洲,22.83亿 
1975,79,塞内加尔,非洲,22.36亿 
1975,80,加蓬,非洲,21.58亿 
1975,81,阿曼,亚洲,20.97亿 
1975,82,哥斯达黎加,美洲,19.61亿 
1975,83,萨尔瓦多,美洲,18.84亿 
1975,84,尼加拉瓜,美洲,15.9亿 
1975,85,尼泊尔,亚洲,15.76亿 
1975,86,巴拉圭,美洲,15.11亿 
1975,87,冰岛,欧洲,14.07亿 
1975,88,约旦,亚洲,13.63亿 
1975,89,巴布亚新几内亚,大洋洲,13.57亿 
1975,90,文莱,亚洲,11.68亿 
1975,91,洪都拉斯,美洲,11.24亿 
1975,92,尼日尔,非洲,10.49亿 
1975,93,布基纳法索,非洲,9.4亿 
1975,94,乍得,非洲,8.65亿 
1975,95,马里,非洲,8.31亿 
1975,96,新喀里多尼亚,大洋洲,8.17亿 
1975,97,刚果（布）,非洲,7.67亿 
1975,98,摩纳哥,欧洲,7.12亿 
1975,99,索马里,非洲,7.11亿 
1975,100,法属波利尼西亚,大洋洲,6.9亿 
1975,101,斐济群岛,大洋洲,6.84亿 
1975,102,海地,美洲,6.81亿 
1975,103,塞拉利昂,非洲,6.79亿 
1975,104,贝宁,非洲,6.77亿 
1975,105,多哥,非洲,6.17亿 
1975,106,马拉维,非洲,6.13亿 
1975,107,巴哈马,美洲,5.96亿 
1975,108,利比里亚,非洲,5.78亿 
1975,109,卢旺达,非洲,5.72亿 
1975,110,圭亚那,美洲,4.95亿 
1975,111,塞浦路斯,欧洲,4.9亿 
1975,112,毛里塔尼亚,非洲,4.76亿 
1975,113,马耳他,欧洲,4.75亿 
1975,114,苏里南,美洲,4.66亿 
1975,115,布隆迪,非洲,4.21亿 
1975,116,巴巴多斯,美洲,4.02亿 
1975,117,中非,非洲,3.79亿 
1975,118,博茨瓦纳,非洲,3.55亿 
1975,119,百慕大,美洲,3.45亿 
1975,120,斯威士兰,非洲,2.88亿 
1975,121,列支敦士登,欧洲,2.46亿 
1975,122,安道尔,欧洲,2.2亿 
1975,123,格陵兰,美洲,2.11亿 
1975,124,莱索托,非洲,1.5亿 
1975,125,伯利兹,美洲,1.18亿 
1975,126,冈比亚,非洲,1.15亿 
1975,127,几内亚比绍,非洲,1.09亿 
1975,128,赤道几内亚,非洲,1.04亿 
1975,129,所罗门群岛,大洋洲,7462万 
1975,130,基里巴斯,大洋洲,5508万 
1975,131,塞舌尔,非洲,4780万 
1975,132,圣基茨和尼维斯,美洲,3336万 
1975,133,圣文森特和格林纳丁斯,美洲,3324万 
1975,134,汤加,大洋洲,3251万 
1976,1,美国,美洲,1.87万亿 
1976,2,日本,亚洲,5861.62亿 
1976,3,德国,欧洲,5197.54亿 
1976,4,法国,欧洲,3723.19亿 
1976,5,英国,欧洲,2326.15亿 
1976,6,意大利,欧洲,2247.17亿 
1976,7,加拿大,美洲,2065.76亿 
1976,8,中国,亚洲,1539.4亿 
1976,9,巴西,美洲,1531.69亿 
1976,10,西班牙,欧洲,1185.07亿 
1976,11,荷兰,欧洲,1091.69亿 
1976,12,澳大利亚,大洋洲,1051.01亿 
1976,13,印度,亚洲,1027.17亿 
1976,14,瑞典,欧洲,893.62亿 
1976,15,墨西哥,美洲,890.26亿 
1976,16,比利时,欧洲,711.14亿 
1976,17,伊朗,亚洲,680.55亿 
1976,18,瑞士,欧洲,664.93亿 
1976,19,沙特阿拉伯,亚洲,640.06亿 
1976,20,土耳其,欧洲,512.8亿 
1976,21,阿根廷,美洲,511.69亿 
1976,22,丹麦,欧洲,445.76亿 
1976,23,奥地利,欧洲,429.6亿 
1976,24,印尼,亚洲,372.69亿 
1976,25,南非,非洲,366.03亿 
1976,26,尼日利亚,非洲,363.09亿 
1976,27,挪威,欧洲,359.42亿 
1976,28,芬兰,欧洲,318.5亿 
1976,29,委内瑞拉,美洲,314.2亿 
1976,30,希腊,欧洲,311.53亿 
1976,31,韩国,亚洲,299.02亿 
1976,32,葡萄牙,欧洲,203.33亿 
1976,33,菲律宾,亚洲,193.81亿 
1976,34,阿联酋,亚洲,192.13亿 
1976,35,伊拉克,亚洲,177.55亿 
1976,36,阿尔及利亚,非洲,177.28亿 
1976,37,泰国,亚洲,169.85亿 
1976,38,秘鲁,美洲,159.48亿 
1976,39,哥伦比亚,美洲,153.41亿 
1976,40,以色列,亚洲,152.36亿 
1976,41,古巴,美洲,137.9亿 
1976,42,新西兰,大洋洲,136.05亿 
1976,43,埃及,非洲,133.16亿 
1976,44,巴基斯坦,亚洲,131.68亿 
1976,45,科威特,亚洲,131.32亿 
1976,46,香港,亚洲,128.76亿 
1976,47,马来西亚,亚洲,110.5亿 
1976,48,智利,美洲,103.42亿 
1976,49,孟加拉,亚洲,101.17亿 
1976,50,刚果（金）,非洲,96.49亿 
1976,51,摩洛哥,非洲,95.84亿 
1976,52,爱尔兰,欧洲,94.54亿 
1976,53,厄瓜多尔,美洲,90.92亿 
1976,54,波多黎各,美洲,89.69亿 
1976,55,苏丹,非洲,69.79亿 
1976,56,叙利亚,亚洲,64.18亿 
1976,57,新加坡,亚洲,63.27亿 
1976,58,科特迪瓦,非洲,46.62亿 
1976,59,突尼斯,非洲,45.08亿 
1976,60,危地马拉,美洲,43.65亿 
1976,61,津巴布韦,非洲,43.18亿 
1976,62,多米尼加,美洲,39.52亿 
1976,63,缅甸,亚洲,38.12亿 
1976,64,乌拉圭,美洲,36.67亿 
1976,65,斯里兰卡,亚洲,35.91亿 
1976,66,肯尼亚,非洲,34.75亿 
1976,67,卢森堡,欧洲,34.24亿 
1976,68,卡塔尔,亚洲,32.84亿 
1976,69,加蓬,非洲,30.09亿 
1976,70,牙买加,美洲,29.66亿 
1976,71,喀麦隆,非洲,28.98亿 
1976,72,加纳,非洲,27.65亿 
1976,73,赞比亚,非洲,27.47亿 
1976,74,玻利维亚,美洲,27.32亿 
1976,75,巴拿马,美洲,25.88亿 
1976,76,阿曼,亚洲,25.6亿 
1976,77,阿富汗,亚洲,25.56亿 
1976,78,特立尼达和多巴哥,美洲,25.0亿 
1976,79,乌干达,非洲,24.47亿 
1976,80,哥斯达黎加,美洲,24.13亿 
1976,81,萨尔瓦多,美洲,23.28亿 
1976,82,塞内加尔,非洲,22.67亿 
1976,83,马达加斯加,非洲,21.82亿 
1976,84,尼加拉瓜,美洲,18.48亿 
1976,85,约旦,亚洲,17.09亿 
1976,86,巴拉圭,美洲,16.99亿 
1976,87,冰岛,欧洲,16.69亿 
1976,88,巴布亚新几内亚,大洋洲,15.12亿 
1976,89,尼泊尔,亚洲,14.53亿 
1976,90,文莱,亚洲,14.23亿 
1976,91,洪都拉斯,美洲,13.48亿 
1976,92,尼日尔,非洲,10.65亿 
1976,93,布基纳法索,非洲,9.77亿 
1976,94,马里,非洲,9.39亿 
1976,95,海地,美洲,8.79亿 
1976,96,乍得,非洲,8.66亿 
1976,97,索马里,非洲,8.07亿 
1976,98,新喀里多尼亚,大洋洲,7.98亿 
1976,99,刚果（布）,非洲,7.55亿 
1976,100,摩纳哥,欧洲,7.35亿 
1976,101,法属波利尼西亚,大洋洲,7.32亿 
1976,102,毛里求斯,非洲,7.04亿 
1976,103,贝宁,非洲,6.98亿 
1976,104,斐济群岛,大洋洲,6.95亿 
1976,105,马拉维,非洲,6.7亿 
1976,106,巴哈马,美洲,6.42亿 
1976,107,卢旺达,非洲,6.38亿 
1976,108,多哥,非洲,6.19亿 
1976,109,利比里亚,非洲,5.97亿 
1976,110,塞拉利昂,非洲,5.95亿 
1976,111,塞浦路斯,欧洲,5.76亿 
1976,112,马耳他,欧洲,5.28亿 
1976,113,毛里塔尼亚,非洲,5.24亿 
1976,114,苏里南,美洲,5.05亿 
1976,115,圭亚那,美洲,4.54亿 
1976,116,中非,非洲,4.51亿 
1976,117,布隆迪,非洲,4.48亿 
1976,118,巴巴多斯,美洲,4.36亿 
1976,119,百慕大,美洲,3.86亿 
1976,120,博茨瓦纳,非洲,3.72亿 
1976,121,斯威士兰,非洲,2.73亿 
1976,122,列支敦士登,欧洲,2.72亿 
1976,123,格陵兰,美洲,2.41亿 
1976,124,安道尔,欧洲,2.27亿 
1976,125,莱索托,非洲,1.48亿 
1976,126,几内亚比绍,非洲,1.12亿 
1976,127,冈比亚,非洲,1.12亿 
1976,128,赤道几内亚,非洲,1.04亿 
1976,129,伯利兹,美洲,9691万 
1976,130,所罗门群岛,大洋洲,8310万 
1976,131,塞舌尔,非洲,4928万 
1976,132,基里巴斯,大洋洲,4111万 
1976,133,圣文森特和格林纳丁斯,美洲,3279万 
1976,134,圣基茨和尼维斯,美洲,3010万 
1976,135,汤加,大洋洲,3004万 
1977,1,美国,美洲,2.08万亿 
1977,2,日本,亚洲,7214.12亿 
1977,3,德国,欧洲,6004.98亿 
1977,4,法国,欧洲,4102.79亿 
1977,5,英国,欧洲,2630.66亿 
1977,6,意大利,欧洲,2575.96亿 
1977,7,加拿大,美洲,2116.12亿 
1977,8,巴西,美洲,1763.44亿 
1977,9,中国,亚洲,1749.38亿 
1977,10,西班牙,欧洲,1324.49亿 
1977,11,荷兰,欧洲,1270.17亿 
1977,12,印度,亚洲,1214.87亿 
1977,13,澳大利亚,大洋洲,1103.88亿 
1977,14,瑞典,欧洲,944.69亿 
1977,15,比利时,欧洲,828.4亿 
1977,16,墨西哥,美洲,818.14亿 
1977,17,伊朗,亚洲,806.0亿 
1977,18,沙特阿拉伯,亚洲,741.88亿 
1977,19,瑞士,欧洲,710.18亿 
1977,20,土耳其,欧洲,586.77亿 
1977,21,阿根廷,美洲,567.81亿 
1977,22,奥地利,欧洲,515.46亿 
1977,23,丹麦,欧洲,497.84亿 
1977,24,印尼,亚洲,458.09亿 
1977,25,挪威,欧洲,415.08亿 
1977,26,南非,非洲,406.51亿 
1977,27,韩国,亚洲,384.46亿 
1977,28,委内瑞拉,美洲,362.11亿 
1977,29,希腊,欧洲,361.76亿 
1977,30,尼日利亚,非洲,360.35亿 
1977,31,芬兰,欧洲,335.0亿 
1977,32,阿联酋,亚洲,248.72亿 
1977,33,菲律宾,亚洲,222.83亿 
1977,34,葡萄牙,欧洲,214.4亿 
1977,35,阿尔及利亚,非洲,209.72亿 
1977,36,伊拉克,亚洲,198.38亿 
1977,37,泰国,亚洲,197.79亿 
1977,38,哥伦比亚,美洲,194.71亿 
1977,39,以色列,亚洲,174.33亿 
1977,40,香港,亚洲,157.19亿 
1977,41,新西兰,大洋洲,154.47亿 
1977,42,巴基斯坦,亚洲,151.26亿 
1977,43,秘鲁,美洲,146.2亿 
1977,44,埃及,非洲,144.01亿 
1977,45,古巴,美洲,142.06亿 
1977,46,科威特,亚洲,141.36亿 
1977,47,智利,美洲,139.63亿 
1977,48,马来西亚,亚洲,131.39亿 
1977,49,刚果（金）,非洲,123.44亿 
